No,Nama Lengkap,Prodi,Jenis Kelamin,Jarak Tempat Tinggal kekampus (Km),Asal Sekolah,Tahun Lulus,SKS,Ikut Organisasi,Ikut UKM,IPK,Pekerjaan Orang Tua,Penghasilan,Tanggungan,Status Beasiswa,,,,,,,,,,,
920,Burlie Huxster,S1 Sistem Komputer | Reguler,P,Dekat,SMAN 1 BANYUMAS,2019,20,Ikut,Ikut,3.13,Business Systems Development Analyst,Rendah,1,Terima,,,,,,,,,,,
921,Benton Griffey,S1 Sistem Komputer | Reguler,P,Dekat,SMA Negeri 7 Jakarta,2020,20,Tidak,Ikut,3.14,Analog Circuit Design manager,Rendah,2,Tidak,,,,,,,,,,,
922,Norris Streeter,S1 Sistem Komputer | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2018,21,Tidak,Ikut,3,Chief Design Engineer,Tinggi,3,Tidak,,,,,,,,,,,
923,Torie Camerello,S1 Sistem Komputer | Reguler,P,Jauh,SMAN 1 TALANGPADANG,2018,18,Tidak,Ikut,3.39,Speech Pathologist,Rendah,2,Terima,,,,,,,,,,,
924,Carmelia Towner,S1 Sistem Komputer | Reguler,P,Jauh,SMA Negeri 372 Jakarta,2020,18,Ikut,Tidak,3.42,Financial Advisor,Tinggi,5,Terima,,,,,,,,,,,
925,Brew Spivey,S1 Sistem Komputer | Reguler,P,Dekat,MAN 1 PRINGSEWU,2020,20,Tidak,Ikut,3.12,Information Systems Manager,Tinggi,2,Terima,,,,,,,,,,,
926,Aubine McGillivray,S1 Sistem Komputer | Reguler,P,Jauh,MAN 1 PRINGSEWU,2018,18,Tidak,Tidak,3.16,Account Executive,Tinggi,4,Tidak,,,,,,,,,,,
927,Bobbi Anmore,S1 Sistem Komputer | Reguler,L,Jauh,SMA Negeri 9 Bekasi,2018,21,Tidak,Tidak,3.1,Compensation Analyst,Rendah,5,Tidak,,,,,,,,,,,
928,Nikoletta Chatelet,S1 Sistem Komputer | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2018,20,Ikut,Ikut,3.57,General Manager,Sedang,3,Terima,,,,,,,,,,,
929,Regen Dimitresco,S1 Sistem Komputer | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2019,18,Ikut,Tidak,3.18,Business Systems Development Analyst,Rendah,4,Terima,,,,,,,,,,,
930,Dorree Tofanini,S1 Sistem Komputer | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2020,20,Ikut,Tidak,3.12,Senior Sales Associate,Tinggi,1,Tidak,,,,,,,,,,,
931,Korie Bauldrey,S1 Sistem Komputer | Reguler,L,Jauh,SMK YP 96 BUKIT KEMUNING,2020,20,Ikut,Ikut,3.4,Executive Secretary,Rendah,4,Tidak,,,,,,,,,,,
932,Portia Gelling,S1 Sistem Komputer | Reguler,P,Dekat,SMK NEGERI 2 METRO,2020,18,Ikut,Tidak,3.19,Speech Pathologist,Tinggi,2,Terima,,,,,,,,,,,
933,Ariana Maddern,S1 Teknik Elektro | Reguler,L,Dekat,SMK SMTI BANDAR LAMPUNG,2019,20,Tidak,Tidak,3.5,Geological Engineer,Tinggi,2,Terima,,,,,,,,,,,
934,Jaime Bowerbank,S1 Teknik Elektro | Reguler,P,Jauh,SMA N 1 PARDASUKA,2019,18,Tidak,Ikut,3.85,Associate Professor,Rendah,3,Terima,,,,,,,,,,,
935,Jacob Tendahl,S1 Teknik Elektro | Reguler,L,Dekat,SMA Negeri 9 Bekasi,2020,20,Ikut,Ikut,3.12,Environmental Tech,Rendah,3,Tidak,,,,,,,,,,,
936,Chalmers Gaze,S1 Teknik Elektro | Reguler,L,Dekat,SMA N 1 BANDAR MATARAM,2018,20,Ikut,Ikut,3.1,VP Marketing,Tinggi,3,Tidak,,,,,,,,,,,
937,Celestyn Trebbett,S1 Teknik Elektro | Reguler,P,Jauh,SMAN 1 BANYUMAS,2020,21,Tidak,Tidak,3.19,Speech Pathologist,Rendah,5,Tidak,,,,,,,,,,,
938,Caldwell Emms,S1 Teknik Elektro | Reguler,P,Jauh,SMK YP 96 BUKIT KEMUNING,2019,18,Tidak,Ikut,3.54,Research Assistant III,Rendah,1,Tidak,,,,,,,,,,,
939,Foster Wooles,S1 Teknik Elektro | Reguler,P,Jauh,SMA N 1 PARDASUKA,2020,21,Ikut,Ikut,3.39,Analog Circuit Design manager,Rendah,1,Tidak,,,,,,,,,,,
940,Rebekkah Grayston,S1 Teknik Elektro | Reguler,P,Jauh,SMK YP 96 BUKIT KEMUNING,2019,21,Tidak,Tidak,3.57,Technical Writer,Tinggi,1,Terima,,,,,,,,,,,
941,Yetty Paulig,S1 Teknik Elektro | Reguler,L,Dekat,SMA Negeri 88 Bandung,2018,21,Ikut,Ikut,3.54,Account Representative II,Tinggi,4,Terima,,,,,,,,,,,
942,Goldarina Langtry,S1 Teknik Elektro | Reguler,P,Jauh,SMA Negeri 372 Jakarta,2018,21,Ikut,Ikut,3.17,Physical Therapy Assistant,Tinggi,5,Terima,,,,,,,,,,,
943,Alvera Braney,S1 Teknik Elektro | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2019,21,Ikut,Ikut,3.18,VP Sales,Rendah,2,Tidak,,,,,,,,,,,
944,Selia Panchin,S1 Teknik Elektro | Reguler,L,Dekat,SMA Negeri 9 Bekasi,2020,18,Tidak,Ikut,3.4,Nurse,Sedang,2,Terima,,,,,,,,,,,
945,Freddy Batrip,S1 Teknik Elektro | Reguler,L,Jauh,SMK Negeri 13 Bantargebang,2020,21,Ikut,Tidak,3.68,Help Desk Operator,Rendah,4,Terima,,,,,,,,,,,
946,Patty Crowe,S1 Teknik Elektro | Reguler,L,Jauh,SMK NEGERI 2 METRO,2020,21,Ikut,Tidak,3.5,Environmental Tech,Rendah,3,Terima,,,,,,,,,,,
947,Darbie Poytheras,S1 Teknik Elektro | Reguler,P,Dekat,SMA Negeri 372 Jakarta,2019,20,Ikut,Ikut,3.4,Accounting Assistant IV,Rendah,1,Terima,,,,,,,,,,,
948,Jareb Skule,S1 Teknik Elektro | Reguler,P,Jauh,SMA Negeri 88 Bandung,2018,18,Ikut,Tidak,3.68,Nuclear Power Engineer,Sedang,5,Terima,,,,,,,,,,,
949,Spencer Timson,S1 Teknik Elektro | Reguler,P,Jauh,SMA N 1 PARDASUKA,2019,18,Ikut,Ikut,3.11,Clinical Specialist,Rendah,4,Terima,,,,,,,,,,,
950,Adiana Longmore,S1 Teknik Elektro | Reguler,L,Dekat,SMA Negeri 36 Malang,2019,21,Tidak,Ikut,3.5,Product Engineer,Sedang,5,Terima,,,,,,,,,,,
951,Jack Wrout,S1 Teknik Elektro | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2018,20,Tidak,Tidak,3.85,Project Manager,Rendah,4,Terima,,,,,,,,,,,
952,Gail Fick,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 36 Malang,2019,21,Tidak,Ikut,3.16,Payment Adjustment Coordinator,Sedang,4,Tidak,,,,,,,,,,,
953,Valerie Gerrard,S1 Teknik Elektro | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2018,21,Tidak,Ikut,3.16,Librarian,Rendah,2,Terima,,,,,,,,,,,
954,Margalit Strattan,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2018,18,Ikut,Ikut,3.76,VP Quality Control,Tinggi,4,Tidak,,,,,,,,,,,
955,Alfonse Bootes,S1 Teknik Elektro | Reguler,P,Jauh,SMK Yapin,2019,18,Tidak,Tidak,3.54,Nuclear Power Engineer,Tinggi,2,Terima,,,,,,,,,,,
956,Claudianus Olden,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 36 Malang,2020,20,Ikut,Tidak,3.57,Civil Engineer,Sedang,5,Terima,,,,,,,,,,,
957,Carrissa Bastock,S1 Teknik Elektro | Reguler,L,Dekat,SMA Negeri 372 Jakarta,2020,21,Tidak,Ikut,3.57,Chief Design Engineer,Sedang,1,Tidak,,,,,,,,,,,
958,Tracie Dollman,S1 Teknik Elektro | Reguler,L,Jauh,SMK YP 96 BUKIT KEMUNING,2020,21,Ikut,Ikut,3.18,Business Systems Development Analyst,Sedang,5,Tidak,,,,,,,,,,,
959,Aloysia Treend,S1 Teknik Elektro | Reguler,L,Dekat,SMK Yapin,2020,20,Tidak,Tidak,3.68,Product Engineer,Tinggi,1,Tidak,,,,,,,,,,,
960,Selia Cuming,S1 Teknik Elektro | Reguler,L,Jauh,SMK SMTI BANDAR LAMPUNG,2020,21,Ikut,Tidak,3.85,Occupational Therapist,Tinggi,2,Terima,,,,,,,,,,,
961,Valle Stevings,S1 Teknik Elektro | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2019,20,Ikut,Tidak,3.12,Actuary,Sedang,2,Terima,,,,,,,,,,,
962,Danna Maffucci,S1 Teknik Elektro | Reguler,L,Dekat,MAN 1 PRINGSEWU,2020,18,Ikut,Tidak,3.5,Office Assistant III,Rendah,4,Tidak,,,,,,,,,,,
963,Denny Flecknoe,S1 Teknik Elektro | Reguler,L,Dekat,SMA N 1 PARDASUKA,2018,18,Tidak,Tidak,3.17,Budget/Accounting Analyst II,Tinggi,5,Tidak,,,,,,,,,,,
964,Chic Iacovucci,S1 Teknik Elektro | Reguler,L,Jauh,SMK Yapin,2018,20,Ikut,Tidak,3.16,Financial Analyst,Sedang,5,Terima,,,,,,,,,,,
965,Caryn Dunne,S1 Teknik Elektro | Reguler,L,Jauh,SMA N 1 ULU BELU,2019,20,Tidak,Ikut,3.41,Administrative Assistant IV,Sedang,2,Terima,,,,,,,,,,,
966,Carrissa Snook,S1 Teknik Elektro | Reguler,P,Dekat,SMA Negeri 36 Malang,2020,21,Tidak,Ikut,3.42,Recruiting Manager,Tinggi,2,Terima,,,,,,,,,,,
967,Sheeree Renachowski,S1 Teknik Elektro | Reguler,P,Jauh,MAN 3 PALEMBANG,2019,21,Tidak,Ikut,3.12,Staff Accountant I,Tinggi,5,Terima,,,,,,,,,,,
968,Luigi McCalum,S1 Teknik Elektro | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2018,20,Ikut,Tidak,3.4,Staff Accountant III,Rendah,5,Terima,,,,,,,,,,,
969,Anny Bogies,S1 Teknik Elektro | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2020,18,Ikut,Ikut,3.41,Safety Technician III,Rendah,3,Tidak,,,,,,,,,,,
970,Lindsay Moreman,S1 Teknik Elektro | Reguler,P,Jauh,MAN 3 PALEMBANG,2019,20,Ikut,Tidak,3.18,Professor,Rendah,3,Terima,,,,,,,,,,,
971,Carmelle McTerlagh,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2019,21,Ikut,Ikut,3.85,Senior Sales Associate,Sedang,3,Tidak,,,,,,,,,,,
972,Heather Berthon,S1 Teknik Elektro | Reguler,P,Jauh,SMA Negeri 36 Malang,2020,18,Tidak,Tidak,3.42,Administrative Officer,Sedang,3,Terima,,,,,,,,,,,
973,Asher Farquarson,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2018,21,Tidak,Ikut,3.19,Registered Nurse,Tinggi,3,Tidak,,,,,,,,,,,
974,Boote Wainscot,S1 Teknik Elektro | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2018,20,Tidak,Ikut,3.11,Software Test Engineer IV,Tinggi,5,Terima,,,,,,,,,,,
975,Lucho Huckleby,S1 Teknik Elektro | Reguler,L,Dekat,SMA Negeri 372 Jakarta,2018,18,Tidak,Ikut,3.33,Civil Engineer,Rendah,1,Terima,,,,,,,,,,,
976,Parry Pfeiffer,S1 Teknik Elektro | Reguler,P,Jauh,SMK YP 96 BUKIT KEMUNING,2019,18,Tidak,Tidak,3.5,Media Manager IV,Rendah,5,Terima,,,,,,,,,,,
977,Diane Adriaan,S1 Teknik Elektro | Reguler,L,Jauh,SMK YP 96 BUKIT KEMUNING,2018,20,Ikut,Tidak,3.42,Information Systems Manager,Rendah,4,Terima,,,,,,,,,,,
978,Daveta Wixey,S1 Teknik Elektro | Reguler,P,Dekat,SMK YP 96 BUKIT KEMUNING,2018,18,Tidak,Ikut,3.16,Quality Engineer,Rendah,2,Tidak,,,,,,,,,,,
979,Asa Ogus,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 9 Bekasi,2019,20,Ikut,Tidak,3.33,Occupational Therapist,Sedang,4,Tidak,,,,,,,,,,,
980,Goldarina Horrigan,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2020,21,Ikut,Ikut,3.13,Project Manager,Tinggi,5,Tidak,,,,,,,,,,,
981,Ingar Chawkley,S1 Teknik Elektro | Reguler,P,Jauh,SMK Yapin,2018,20,Ikut,Ikut,3.33,Administrative Assistant I,Rendah,4,Tidak,,,,,,,,,,,
982,Janos Manilow,S1 Teknik Elektro | Reguler,L,Dekat,SMA N 1 ULU BELU,2019,21,Ikut,Ikut,3.57,VP Accounting,Sedang,2,Tidak,,,,,,,,,,,
983,Eloisa O'Mahoney,S1 Teknik Elektro | Reguler,P,Dekat,SMA N 1 PARDASUKA,2019,18,Ikut,Tidak,3.16,Food Chemist,Tinggi,3,Terima,,,,,,,,,,,
984,Jodie Hought,S1 Teknik Elektro | Reguler,L,Jauh,SMA N 1 ULU BELU,2019,21,Ikut,Tidak,3.5,Actuary,Sedang,2,Terima,,,,,,,,,,,
985,Danica Eustanch,S1 Teknik Elektro | Reguler,L,Dekat,SMAN 1 SUKOHARJO,2019,20,Tidak,Tidak,3.5,Research Associate,Sedang,5,Tidak,,,,,,,,,,,
986,Elsbeth Bettleson,S1 Teknik Mesin | Reguler,L,Jauh,SMA N 1 ULU BELU,2019,21,Tidak,Ikut,3.33,Assistant Media Planner,Tinggi,5,Terima,,,,,,,,,,,
987,Svend Raynton,S1 Teknik Mesin | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2020,20,Tidak,Ikut,3.15,Programmer II,Sedang,4,Terima,,,,,,,,,,,
988,Gustave Oneal,S1 Teknik Mesin | Reguler,P,Jauh,SMAN 1 TALANGPADANG,2018,21,Ikut,Tidak,3.16,Assistant Manager,Rendah,2,Tidak,,,,,,,,,,,
989,Asia Hasard,S1 Teknik Mesin | Reguler,L,Jauh,SMA N 1 PARDASUKA,2018,18,Ikut,Tidak,3.5,Electrical Engineer,Sedang,3,Terima,,,,,,,,,,,
990,Hedvige Snarie,S1 Teknik Mesin | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2018,21,Tidak,Ikut,3.12,Analyst Programmer,Sedang,3,Terima,,,,,,,,,,,
991,Priscella Hockey,S1 Teknik Mesin | Reguler,L,Jauh,SMK YP 96 BUKIT KEMUNING,2020,21,Tidak,Ikut,3.85,Developer IV,Sedang,2,Terima,,,,,,,,,,,
992,Tiena Paolinelli,S1 Teknik Mesin | Reguler,P,Dekat,MAN 3 PALEMBANG,2018,20,Ikut,Ikut,3.33,Director of Sales,Sedang,4,Terima,,,,,,,,,,,
993,Michael Snibson,S1 Teknik Mesin | Reguler,P,Dekat,SMK NEGERI 2 METRO,2019,21,Ikut,Tidak,3.17,Design Engineer,Sedang,3,Tidak,,,,,,,,,,,
994,Deane Sillitoe,S1 Teknik Mesin | Reguler,P,Dekat,MAN 1 PRINGSEWU,2020,21,Tidak,Tidak,3.13,Paralegal,Tinggi,2,Tidak,,,,,,,,,,,
995,Jacquetta Howis,S1 Teknik Mesin | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2020,21,Ikut,Tidak,3.57,Human Resources Assistant II,Tinggi,3,Tidak,,,,,,,,,,,
996,Martie Raincin,S1 Teknik Mesin | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2020,18,Tidak,Tidak,3.17,Director of Sales,Sedang,4,Tidak,,,,,,,,,,,
997,Giacobo Edlin,S1 Teknik Mesin | Reguler,P,Dekat,SMK NEGERI 2 METRO,2019,20,Tidak,Tidak,3,Database Administrator II,Tinggi,2,Tidak,,,,,,,,,,,
998,Ingram Demke,S1 Teknik Mesin | Reguler,P,Jauh,SMA Negeri 7 Jakarta,2018,21,Ikut,Tidak,3.14,Systems Administrator I,Sedang,3,Tidak,,,,,,,,,,,
999,Jenda Giorgioni,S1 Teknik Mesin | Reguler,P,Jauh,SMA Negeri 372 Jakarta,2018,21,Tidak,Ikut,3.1,Analyst Programmer,Rendah,2,Tidak,,,,,,,,,,,
1000,Pavlov Brankley,S1 Teknik Mesin | Reguler,P,Dekat,SMK Negeri 13 Bantargebang,2018,20,Tidak,Ikut,3.76,Account Coordinator,Rendah,2,Terima,,,,,,,,,,,
1001,Madelene Sokell,S1 Teknik Mesin | Reguler,P,Dekat,SMA Negeri 36 Malang,2020,20,Tidak,Tidak,3.1,Civil Engineer,Rendah,1,Tidak,,,,,,,,,,,
1002,Mitzi Franc,S1 Teknik Mesin | Reguler,P,Dekat,SMK Yapin,2019,18,Tidak,Tidak,3.57,Dental Hygienist,Sedang,5,Terima,,,,,,,,,,,
1003,Felic Caltun,S1 Teknik Mesin | Reguler,P,Dekat,SMA Negeri 88 Bandung,2018,18,Ikut,Tidak,3.41,Technical Writer,Rendah,5,Tidak,,,,,,,,,,,
1004,Jacquie Fraser,S1 Teknik Mesin | Reguler,L,Jauh,SMA Negeri 36 Malang,2020,20,Ikut,Ikut,3.15,Dental Hygienist,Sedang,4,Tidak,,,,,,,,,,,
1005,Rouvin Gres,S1 Teknik Mesin | Reguler,L,Dekat,SMK SMTI BANDAR LAMPUNG,2019,20,Tidak,Tidak,3.41,Biostatistician IV,Rendah,2,Terima,,,,,,,,,,,
1006,Dyan Stovin,S1 Teknik Mesin | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2020,18,Tidak,Ikut,3.4,Financial Analyst,Tinggi,2,Terima,,,,,,,,,,,
1007,Towny Matterdace,S1 Teknik Mesin | Reguler,L,Dekat,SMA Negeri 372 Jakarta,2020,20,Tidak,Ikut,3.39,Nuclear Power Engineer,Sedang,4,Tidak,,,,,,,,,,,
1008,Hyacinthia Ritelli,S1 Teknik Mesin | Reguler,L,Dekat,Bekasi SMK Yatindo Bekasi,2019,18,Ikut,Tidak,3.85,Professor,Tinggi,3,Terima,,,,,,,,,,,
1009,Aubrey Jedrzejczak,S1 Teknik Mesin | Reguler,P,Jauh,SMK NEGERI 2 METRO,2018,18,Ikut,Tidak,3.42,Research Nurse,Sedang,4,Terima,,,,,,,,,,,
1010,Cilka Gornar,S1 Teknik Mesin | Reguler,L,Dekat,MAN 1 PRINGSEWU,2019,20,Ikut,Ikut,3.17,Programmer Analyst I,Rendah,5,Tidak,,,,,,,,,,,
1011,Nichole Daine,S1 Teknik Mesin | Reguler,L,Dekat,SMAN 1 SUKOHARJO,2020,21,Tidak,Tidak,3.14,Human Resources Assistant I,Tinggi,2,Tidak,,,,,,,,,,,
1012,Juliana Sivyour,S1 Teknik Mesin | Reguler,P,Jauh,MAN 1 PRINGSEWU,2018,20,Tidak,Tidak,3,Desktop Support Technician,Sedang,4,Terima,,,,,,,,,,,
1013,Anatol Burnep,S1 Teknik Mesin | Reguler,P,Dekat,SMA Negeri 372 Jakarta,2018,21,Ikut,Ikut,3,VP Marketing,Sedang,4,Tidak,,,,,,,,,,,
1014,Ethe O'Lennachain,S1 Teknik Mesin | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2020,18,Ikut,Ikut,3.18,Geological Engineer,Tinggi,3,Tidak,,,,,,,,,,,
1015,Chiquita Liven,S1 Teknik Mesin | Reguler,L,Dekat,SMA N 1 BANDAR MATARAM,2019,18,Tidak,Ikut,3.16,Automation Specialist III,Rendah,1,Terima,,,,,,,,,,,
1016,Darcie Capner,S1 Teknik Mesin | Reguler,L,Jauh,SMA N 1 ULU BELU,2020,21,Ikut,Ikut,3.4,Graphic Designer,Tinggi,3,Terima,,,,,,,,,,,
1017,Fara Rummins,S1 Teknik Mesin | Reguler,P,Jauh,SMK NEGERI 2 METRO,2018,18,Tidak,Tidak,3.15,Actuary,Rendah,4,Terima,,,,,,,,,,,
1018,Shannen Le Cornu,S1 Teknik Mesin | Reguler,P,Jauh,SMAN 1 SUKOHARJO,2020,20,Tidak,Tidak,3.4,Electrical Engineer,Sedang,3,Tidak,,,,,,,,,,,
1019,Neron McPeake,S1 Teknik Mesin | Reguler,L,Jauh,SMK SMTI BANDAR LAMPUNG,2020,21,Tidak,Tidak,3.19,Executive Secretary,Tinggi,5,Terima,,,,,,,,,,,
1020,Kessiah O'Dyvoy,S1 Teknik Mesin | Reguler,P,Dekat,SMA N 1 ULU BELU,2018,20,Tidak,Ikut,3.12,Geologist III,Tinggi,4,Tidak,,,,,,,,,,,
1021,Chas Hubbuck,S1 Teknik Mesin | Reguler,L,Jauh,SMK YP 96 BUKIT KEMUNING,2020,20,Tidak,Tidak,3.68,Budget/Accounting Analyst III,Sedang,3,Terima,,,,,,,,,,,
1022,Danny Macey,S1 Teknik Mesin | Reguler,L,Jauh,SMAN 1 TALANGPADANG,2019,20,Tidak,Tidak,3.14,Geologist II,Tinggi,4,Tidak,,,,,,,,,,,
1023,Minny McBrier,S1 Teknik Mesin | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2020,21,Tidak,Tidak,3.19,Analyst Programmer,Sedang,2,Terima,,,,,,,,,,,
1024,Jozef Ricketts,S1 Teknik Mesin | Reguler,P,Dekat,SMA Negeri 36 Malang,2020,21,Ikut,Tidak,3.19,Registered Nurse,Sedang,3,Tidak,,,,,,,,,,,
1025,Hernando Strathern,S1 Teknik Mesin | Reguler,L,Jauh,SMA Negeri 88 Bandung,2019,20,Tidak,Ikut,3.4,Staff Scientist,Rendah,2,Tidak,,,,,,,,,,,
1026,Maritsa Gouldthorpe,S1 Teknik Mesin | Reguler,L,Dekat,SMA Negeri 36 Malang,2019,20,Tidak,Tidak,3.18,Chief Design Engineer,Rendah,1,Tidak,,,,,,,,,,,
1027,Che Swanger,S1 Teknik Mesin | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2018,18,Tidak,Tidak,3.76,Account Representative IV,Rendah,1,Tidak,,,,,,,,,,,
1028,Orly Arboine,S1 Teknik Mesin | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2020,18,Ikut,Tidak,3.68,Information Systems Manager,Rendah,5,Tidak,,,,,,,,,,,
1029,Hobart McPhelimey,S1 Teknik Mesin | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2018,21,Tidak,Tidak,3.19,Safety Technician II,Rendah,2,Terima,,,,,,,,,,,
1030,Welby Mitford,S1 Teknik Mesin | Reguler,L,Jauh,MAN 3 PALEMBANG,2020,18,Tidak,Tidak,3.33,Web Developer IV,Rendah,3,Terima,,,,,,,,,,,
1031,Wini Hayley,S1 Teknik Mesin | Reguler,L,Jauh,SMAN 1 KOTAAGUNG,2018,18,Tidak,Ikut,3.5,Junior Executive,Sedang,3,Tidak,,,,,,,,,,,
1032,Mord Oxbury,S1 Teknik Mesin | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2019,18,Tidak,Tidak,3.85,Quality Control Specialist,Rendah,4,Terima,,,,,,,,,,,
1033,Wilone Rainton,S1 Teknik Mesin | Reguler,P,Dekat,SMAN 1 BANYUMAS,2019,21,Ikut,Ikut,3.54,Financial Advisor,Tinggi,4,Terima,,,,,,,,,,,
1034,Hannis Lansdown,S1 Teknik Mesin | Reguler,L,Jauh,SMK Negeri 3 Bekasi,2018,18,Ikut,Ikut,3.13,Software Consultant,Sedang,1,Tidak,,,,,,,,,,,
1035,Charmain Segoe,S1 Teknik Mesin | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2018,20,Ikut,Ikut,3.42,Senior Sales Associate,Sedang,1,Tidak,,,,,,,,,,,
1036,Jennine Morrissey,S1 Teknik Mesin | Reguler,P,Jauh,SMAN 1 KOTAAGUNG,2019,20,Ikut,Ikut,3.68,VP Marketing,Sedang,3,Terima,,,,,,,,,,,
1037,Del Juckes,S1 Teknik Mesin | Reguler,P,Jauh,SMA N 1 ULU BELU,2018,18,Ikut,Ikut,3.17,GIS Technical Architect,Rendah,5,Terima,,,,,,,,,,,
1038,Octavius Linge,S1 Teknik Mesin | Reguler,P,Dekat,SMK Yapin,2019,20,Ikut,Ikut,3.18,Assistant Professor,Sedang,1,Tidak,,,,,,,,,,,
1039,Bertie Arlet,S1 Teknik Mesin | Reguler,P,Jauh,SMAN 1 KOTAAGUNG,2020,20,Ikut,Ikut,3.19,Professor,Tinggi,3,Terima,,,,,,,,,,,
1040,Othella Booth,S1 Teknik Mesin | Reguler,L,Jauh,SMAN 1 SUKOHARJO,2018,21,Ikut,Tidak,3,Software Test Engineer I,Rendah,4,Tidak,,,,,,,,,,,
1041,Ettie Milnthorpe,S1 Teknik Mesin | Reguler,P,Jauh,SMAN 1 KOTAAGUNG,2018,18,Ikut,Ikut,3.15,Dental Hygienist,Rendah,5,Terima,,,,,,,,,,,
1042,Patrizia Shermar,S1 Teknik Mesin | Reguler,P,Dekat,SMK NEGERI 2 METRO,2018,18,Tidak,Tidak,3.33,Product Engineer,Tinggi,3,Tidak,,,,,,,,,,,
1043,Otto Collip,S1 Teknik Mesin | Reguler,L,Jauh,Bekasi SMK Yatindo Bekasi,2019,21,Tidak,Ikut,3.54,Project Manager,Rendah,5,Terima,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
